Est	Item	Tipo	
152	00210021	7	
201	00210021	7	
251	00210021	7	
501	00210021	7	
101	00210022	7	
102	00210022	7	
152	00210022	7	
201	00210022	7	
251	00210022	7	
501	00210022	7	
101	00210023	7	
102	00210023	7	
152	00210023	7	
201	00210023	7	
251	00210023	7	
501	00210023	7	
101	00210024	7	
102	00210024	7	
152	00210024	7	
201	00210024	7	
251	00210024	7	
501	00210024	7	
101	00210025	7	
102	00210025	7	
152	00210025	7	
201	00210025	7	
251	00210025	7	
501	00210025	7	
101	00210026	7	
102	00210026	7	
152	00210026	7	
201	00210026	7	
251	00210026	7	
501	00210026	7	
101	00210027	7	
102	00210027	7	
152	00210027	7	
201	00210027	7	
251	00210027	7	
501	00210027	7	
101	00210028	7	
102	00210028	7	
152	00210028	7	
201	00210028	7	
251	00210028	7	
501	00210028	7	
101	00210029	7	
102	00210029	7	
152	00210029	7	
201	00210029	7	
251	00210029	7	
501	00210029	7	
101	00210030	7	
102	00210030	7	
152	00210030	7	
201	00210030	7	
251	00210030	7	
501	00210030	7	
101	00210031	7	
102	00210031	7	
152	00210031	7	
201	00210031	7	
251	00210031	7	
501	00210031	7	
101	00210032	7	
102	00210032	7	
152	00210032	7	
201	00210032	7	
251	00210032	7	
501	00210032	7	
101	00210033	7	
102	00210033	7	
152	00210033	7	
201	00210033	7	
251	00210033	7	
501	00210033	7	
101	00210034	7	
102	00210034	7	
152	00210034	7	
201	00210034	7	
251	00210034	7	
501	00210034	7	
101	00210035	7	
102	00210035	7	
152	00210035	7	
201	00210035	7	
251	00210035	7	
501	00210035	7	
101	00210036	7	
102	00210036	7	
152	00210036	7	
201	00210036	7	
251	00210036	7	
501	00210036	7	
101	00210037	7	
102	00210037	7	
152	00210037	7	
201	00210037	7	
251	00210037	7	
501	00210037	7	
101	00210038	7	
102	00210038	7	
152	00210038	7	
201	00210038	7	
251	00210038	7	
501	00210038	7	
101	00210039	7	
102	00210039	7	
152	00210039	7	
201	00210039	7	
251	00210039	7	
501	00210039	7	
101	00210040	7	
102	00210040	7	
152	00210040	7	
201	00210040	7	
251	00210040	7	
501	00210040	7	
101	00210041	7	
102	00210041	7	
152	00210041	7	
201	00210041	7	
251	00210041	7	
501	00210041	7	
101	00210042	7	
102	00210042	7	
152	00210042	7	
201	00210042	7	
251	00210042	7	
501	00210042	7	
101	00210043	7	
102	00210043	7	
152	00210043	7	
201	00210043	7	
251	00210043	7	
501	00210043	7	
101	00210044	7	
102	00210044	7	
152	00210044	7	
201	00210044	7	
251	00210044	7	
501	00210044	7	
101	00210045	7	
102	00210045	7	
152	00210045	7	
201	00210045	7	
251	00210045	7	
501	00210045	7	
101	00210046	7	
102	00210046	7	
152	00210046	7	
201	00210046	7	
251	00210046	7	
501	00210046	7	
101	00210047	7	
102	00210047	7	
152	00210047	7	
201	00210047	7	
251	00210047	7	
501	00210047	7	
101	00210048	7	
102	00210048	7	
152	00210048	7	
201	00210048	7	
251	00210048	7	
501	00210048	7	
101	00210049	7	
102	00210049	7	
152	00210049	7	
201	00210049	7	
251	00210049	7	
501	00210049	7	
101	00210050	7	
102	00210050	7	
152	00210050	7	
201	00210050	7	
251	00210050	7	
501	00210050	7	
101	00210051	7	
102	00210051	7	
152	00210051	7	
201	00210051	7	
251	00210051	7	
501	00210051	7	
101	00210052	7	
102	00210052	7	
152	00210052	7	
201	00210052	7	
251	00210052	7	
501	00210052	7	
101	00210053	7	
102	00210053	7	
152	00210053	7	
201	00210053	7	
251	00210053	7	
501	00210053	7	
101	00210054	7	
102	00210054	7	
152	00210054	7	
201	00210054	7	
251	00210054	7	
501	00210054	7	
101	00210055	7	
102	00210055	7	
152	00210055	7	
201	00210055	7	
251	00210055	7	
501	00210055	7	
101	00210056	7	
102	00210056	7	
152	00210056	7	
201	00210056	7	
251	00210056	7	
501	00210056	7	
101	00210057	7	
102	00210057	7	
152	00210057	7	
201	00210057	7	
251	00210057	7	
501	00210057	7	
101	00210058	7	
102	00210058	7	
152	00210058	7	
201	00210058	7	
251	00210058	7	
501	00210058	7	
101	00210059	7	
102	00210059	7	
152	00210059	7	
201	00210059	7	
251	00210059	7	
501	00210059	7	
101	00210060	7	
102	00210060	7	
152	00210060	7	
201	00210060	7	
251	00210060	7	
501	00210060	7	
101	00210061	7	
102	00210061	7	
152	00210061	7	
201	00210061	7	
251	00210061	7	
501	00210061	7	
101	00210062	7	
102	00210062	7	
152	00210062	7	
201	00210062	7	
251	00210062	7	
501	00210062	7	
101	00210063	7	
102	00210063	7	
152	00210063	7	
201	00210063	7	
251	00210063	7	
501	00210063	7	
101	00210064	7	
102	00210064	7	
152	00210064	7	
201	00210064	7	
251	00210064	7	
501	00210064	7	
101	00210065	7	
102	00210065	7	
152	00210065	7	
201	00210065	7	
251	00210065	7	
501	00210065	7	
101	00210066	7	
102	00210066	7	
152	00210066	7	
201	00210066	7	
251	00210066	7	
501	00210066	7	
101	00210067	7	
102	00210067	7	
152	00210067	7	
201	00210067	7	
251	00210067	7	
501	00210067	7	
101	00210068	7	
102	00210068	7	
152	00210068	7	
201	00210068	7	
251	00210068	7	
501	00210068	7	
101	00210069	7	
102	00210069	7	
152	00210069	7	
201	00210069	7	
251	00210069	7	
501	00210069	7	
101	00210070	7	
102	00210070	7	
152	00210070	7	
201	00210070	7	
251	00210070	7	
501	00210070	7	
101	00210071	7	
102	00210071	7	
152	00210071	7	
201	00210071	7	
251	00210071	7	
501	00210071	7	
101	00210072	7	
102	00210072	7	
152	00210072	7	
201	00210072	7	
251	00210072	7	
501	00210072	7	
101	00210073	7	
102	00210073	7	
152	00210073	7	
201	00210073	7	
251	00210073	7	
501	00210073	7	
101	00210074	7	
102	00210074	7	
152	00210074	7	
201	00210074	7	
251	00210074	7	
501	00210074	7	
101	00210075	7	
102	00210075	7	
152	00210075	7	
201	00210075	7	
251	00210075	7	
501	00210075	7	
101	00210076	7	
102	00210076	7	
152	00210076	7	
201	00210076	7	
251	00210076	7	
501	00210076	7	
101	00210077	7	
102	00210077	7	
152	00210077	7	
201	00210077	7	
251	00210077	7	
501	00210077	7	
101	00210078	7	
102	00210078	7	
152	00210078	7	
201	00210078	7	
251	00210078	7	
501	00210078	7	
101	00210079	7	
102	00210079	7	
152	00210079	7	
201	00210079	7	
251	00210079	7	
501	00210079	7	
101	00210080	7	
102	00210080	7	
152	00210080	7	
201	00210080	7	
251	00210080	7	
501	00210080	7	
101	00210081	7	
102	00210081	7	
152	00210081	7	
201	00210081	7	
251	00210081	7	
501	00210081	7	
101	00210082	7	
102	00210082	7	
152	00210082	7	
201	00210082	7	
251	00210082	7	
501	00210082	7	
101	00210083	7	
102	00210083	7	
152	00210083	7	
201	00210083	7	
251	00210083	7	
501	00210083	7	
101	00210084	7	
102	00210084	7	
152	00210084	7	
201	00210084	7	
251	00210084	7	
501	00210084	7	
101	00210085	7	
102	00210085	7	
152	00210085	7	
201	00210085	7	
251	00210085	7	
501	00210085	7	
101	00210086	7	
102	00210086	7	
152	00210086	7	
201	00210086	7	
251	00210086	7	
501	00210086	7	
101	00210087	7	
102	00210087	7	
152	00210087	7	
201	00210087	7	
251	00210087	7	
501	00210087	7	
101	00210088	7	
102	00210088	7	
152	00210088	7	
201	00210088	7	
251	00210088	7	
501	00210088	7	
101	00210089	7	
102	00210089	7	
152	00210089	7	
201	00210089	7	
251	00210089	7	
501	00210089	7	
101	00210090	7	
102	00210090	7	
152	00210090	7	
201	00210090	7	
251	00210090	7	
501	00210090	7	
101	00210091	7	
102	00210091	7	
152	00210091	7	
201	00210091	7	
251	00210091	7	
501	00210091	7	
101	00210092	7	
102	00210092	7	
152	00210092	7	
201	00210092	7	
251	00210092	7	
501	00210092	7	
101	00210093	7	
102	00210093	7	
152	00210093	7	
201	00210093	7	
251	00210093	7	
501	00210093	7	
101	00210094	7	
102	00210094	7	
152	00210094	7	
201	00210094	7	
251	00210094	7	
501	00210094	7	
101	00210095	7	
102	00210095	7	
152	00210095	7	
201	00210095	7	
251	00210095	7	
501	00210095	7	
101	00210096	7	
102	00210096	7	
152	00210096	7	
201	00210096	7	
251	00210096	7	
501	00210096	7	
101	00210097	7	
102	00210097	7	
152	00210097	7	
201	00210097	7	
251	00210097	7	
501	00210097	7	
101	00210098	7	
102	00210098	7	
152	00210098	7	
201	00210098	7	
251	00210098	7	
501	00210098	7	
101	00210099	7	
102	00210099	7	
152	00210099	7	
201	00210099	7	
251	00210099	7	
501	00210099	7	
101	00210100	7	
102	00210100	7	
152	00210100	7	
201	00210100	7	
251	00210100	7	
501	00210100	7	
101	00210101	7	
102	00210101	7	
152	00210101	7	
201	00210101	7	
251	00210101	7	
501	00210101	7	
101	00210102	7	
102	00210102	7	
152	00210102	7	
201	00210102	7	
251	00210102	7	
501	00210102	7	
101	00210103	7	
102	00210103	7	
152	00210103	7	
201	00210103	7	
251	00210103	7	
501	00210103	7	
101	00210104	7	
102	00210104	7	
152	00210104	7	
201	00210104	7	
251	00210104	7	
501	00210104	7	
101	00210105	7	
102	00210105	7	
152	00210105	7	
201	00210105	7	
251	00210105	7	
501	00210105	7	
101	00210106	7	
102	00210106	7	
152	00210106	7	
201	00210106	7	
251	00210106	7	
501	00210106	7	
101	00210107	7	
102	00210107	7	
152	00210107	7	
201	00210107	7	
251	00210107	7	
501	00210107	7	
101	00210108	7	
102	00210108	7	
152	00210108	7	
201	00210108	7	
251	00210108	7	
501	00210108	7	
101	00210109	7	
102	00210109	7	
152	00210109	7	
201	00210109	7	
251	00210109	7	
501	00210109	7	
101	00210110	7	
102	00210110	7	
152	00210110	7	
201	00210110	7	
251	00210110	7	
501	00210110	7	
101	00210111	7	
102	00210111	7	
152	00210111	7	
201	00210111	7	
251	00210111	7	
501	00210111	7	
101	00210112	7	
102	00210112	7	
152	00210112	7	
201	00210112	7	
251	00210112	7	
501	00210112	7	
101	00210113	7	
102	00210113	7	
152	00210113	7	
201	00210113	7	
251	00210113	7	
501	00210113	7	
101	00210114	7	
102	00210114	7	
152	00210114	7	
201	00210114	7	
251	00210114	7	
501	00210114	7	
101	00210115	7	
102	00210115	7	
152	00210115	7	
201	00210115	7	
251	00210115	7	
501	00210115	7	
101	00210116	7	
102	00210116	7	
152	00210116	7	
201	00210116	7	
251	00210116	7	
501	00210116	7	
101	00210118	7	
102	00210118	7	
152	00210118	7	
201	00210118	7	
251	00210118	7	
501	00210118	7	
101	00210119	7	
102	00210119	7	
152	00210119	7	
201	00210119	7	
251	00210119	7	
501	00210119	7	
101	00210120	7	
102	00210120	7	
152	00210120	7	
201	00210120	7	
251	00210120	7	
501	00210120	7	
101	00210121	7	
102	00210121	7	
152	00210121	7	
201	00210121	7	
251	00210121	7	
501	00210121	7	
101	00210122	7	
102	00210122	7	
152	00210122	7	
201	00210122	7	
251	00210122	7	
501	00210122	7	
101	00210123	7	
102	00210123	7	
152	00210123	7	
201	00210123	7	
251	00210123	7	
501	00210123	7	
101	00210124	7	
102	00210124	7	
152	00210124	7	
201	00210124	7	
251	00210124	7	
501	00210124	7	
101	00210125	7	
102	00210125	7	
152	00210125	7	
201	00210125	7	
251	00210125	7	
501	00210125	7	
101	00210126	7	
102	00210126	7	
152	00210126	7	
201	00210126	7	
251	00210126	7	
501	00210126	7	
101	00210127	7	
102	00210127	7	
152	00210127	7	
201	00210127	7	
251	00210127	7	
501	00210127	7	
101	00210128	7	
102	00210128	7	
152	00210128	7	
201	00210128	7	
251	00210128	7	
501	00210128	7	
101	00210129	7	
102	00210129	7	
152	00210129	7	
201	00210129	7	
251	00210129	7	
501	00210129	7	
101	00210130	7	
102	00210130	7	
152	00210130	7	
201	00210130	7	
251	00210130	7	
501	00210130	7	
101	00210131	7	
102	00210131	7	
152	00210131	7	
201	00210131	7	
251	00210131	7	
501	00210131	7	
101	00210132	7	
102	00210132	7	
152	00210132	7	
201	00210132	7	
251	00210132	7	
501	00210132	7	
101	00210133	7	
102	00210133	7	
152	00210133	7	
201	00210133	7	
251	00210133	7	
501	00210133	7	
101	00210134	7	
102	00210134	7	
152	00210134	7	
201	00210134	7	
251	00210134	7	
501	00210134	7	
101	00210135	7	
102	00210135	7	
152	00210135	7	
201	00210135	7	
251	00210135	7	
501	00210135	7	
101	00210136	7	
102	00210136	7	
152	00210136	7	
201	00210136	7	
251	00210136	7	
501	00210136	7	
101	00210137	7	
102	00210137	7	
152	00210137	7	
201	00210137	7	
251	00210137	7	
501	00210137	7	
101	00210138	7	
102	00210138	7	
152	00210138	7	
201	00210138	7	
251	00210138	7	
501	00210138	7	
101	00210139	7	
102	00210139	7	
152	00210139	7	
201	00210139	7	
251	00210139	7	
501	00210139	7	
101	00210140	7	
102	00210140	7	
152	00210140	7	
201	00210140	7	
251	00210140	7	
501	00210140	7	
101	00210141	7	
102	00210141	7	
152	00210141	7	
201	00210141	7	
251	00210141	7	
501	00210141	7	
101	00210142	7	
102	00210142	7	
152	00210142	7	
201	00210142	7	
251	00210142	7	
501	00210142	7	
101	00210143	7	
102	00210143	7	
152	00210143	7	
201	00210143	7	
251	00210143	7	
501	00210143	7	
101	00210144	7	
102	00210144	7	
152	00210144	7	
201	00210144	7	
251	00210144	7	
501	00210144	7	
101	00210145	7	
102	00210145	7	
152	00210145	7	
201	00210145	7	
251	00210145	7	
501	00210145	7	
101	00210146	7	
102	00210146	7	
152	00210146	7	
201	00210146	7	
251	00210146	7	
501	00210146	7	
101	00210147	7	
102	00210147	7	
152	00210147	7	
201	00210147	7	
251	00210147	7	
501	00210147	7	
101	00210148	7	
102	00210148	7	
152	00210148	7	
201	00210148	7	
251	00210148	7	
501	00210148	7	
101	00210149	7	
102	00210149	7	
152	00210149	7	
201	00210149	7	
251	00210149	7	
501	00210149	7	
102	00220001	7	
152	00220001	7	
201	00220001	7	
251	00220001	7	
501	00220001	7	
102	00220002	7	
152	00220002	7	
201	00220002	7	
251	00220002	7	
501	00220002	7	
102	00220004	7	
152	00220004	7	
201	00220004	7	
251	00220004	7	
501	00220004	7	
102	00220005	7	
152	00220005	7	
201	00220005	7	
251	00220005	7	
501	00220005	7	
102	00220006	7	
152	00220006	7	
201	00220006	7	
251	00220006	7	
501	00220006	7	
102	00220007	7	
152	00220007	7	
201	00220007	7	
251	00220007	7	
501	00220007	7	
102	00220008	7	
152	00220008	7	
201	00220008	7	
251	00220008	7	
501	00220008	7	
102	00220009	7	
152	00220009	7	
201	00220009	7	
251	00220009	7	
501	00220009	7	
102	00220010	7	
152	00220010	7	
201	00220010	7	
251	00220010	7	
501	00220010	7	
102	00220011	7	
152	00220011	7	
201	00220011	7	
251	00220011	7	
501	00220011	7	
102	00220012	7	
152	00220012	7	
201	00220012	7	
251	00220012	7	
501	00220012	7	
102	00220013	7	
152	00220013	7	
201	00220013	7	
251	00220013	7	
501	00220013	7	
102	00220014	7	
152	00220014	7	
201	00220014	7	
251	00220014	7	
501	00220014	7	
102	00220015	7	
152	00220015	7	
201	00220015	7	
251	00220015	7	
501	00220015	7	
102	00220016	7	
152	00220016	7	
201	00220016	7	
251	00220016	7	
501	00220016	7	
102	00220017	7	
152	00220017	7	
201	00220017	7	
251	00220017	7	
501	00220017	7	
102	00220018	7	
152	00220018	7	
201	00220018	7	
251	00220018	7	
501	00220018	7	
102	00220019	7	
152	00220019	7	
201	00220019	7	
251	00220019	7	
501	00220019	7	
101	00230001	7	
102	00230001	7	
152	00230001	7	
201	00230001	7	
251	00230001	7	
501	00230001	7	
101	00230002	7	
102	00230002	7	
152	00230002	7	
201	00230002	7	
251	00230002	7	
501	00230002	7	
101	00230003	7	
102	00230003	7	
152	00230003	7	
201	00230003	7	
251	00230003	7	
501	00230003	7	
101	00230005	7	
102	00230005	7	
152	00230005	7	
201	00230005	7	
251	00230005	7	
501	00230005	7	
101	00230007	7	
102	00230007	7	
152	00230007	7	
201	00230007	7	
251	00230007	7	
501	00230007	7	
101	00230009	7	
102	00230009	7	
152	00230009	7	
201	00230009	7	
251	00230009	7	
501	00230009	7	
101	00230010	7	
102	00230010	7	
152	00230010	7	
201	00230010	7	
251	00230010	7	
501	00230010	7	
101	00230011	7	
102	00230011	7	
152	00230011	7	
201	00230011	7	
251	00230011	7	
501	00230011	7	
101	00230016	7	
102	00230016	7	
152	00230016	7	
201	00230016	7	
251	00230016	7	
501	00230016	7	
101	00230017	7	
102	00230017	7	
152	00230017	7	
201	00230017	7	
251	00230017	7	
501	00230017	7	
101	00230018	7	
102	00230018	7	
152	00230018	7	
201	00230018	7	
251	00230018	7	
501	00230018	7	
101	00230019	7	
102	00230019	7	
152	00230019	7	
201	00230019	7	
251	00230019	7	
501	00230019	7	
101	00230020	7	
102	00230020	7	
152	00230020	7	
201	00230020	7	
251	00230020	7	
501	00230020	7	
101	00230022	7	
102	00230022	7	
152	00230022	7	
201	00230022	7	
251	00230022	7	
501	00230022	7	
101	00230023	7	
102	00230023	7	
152	00230023	7	
201	00230023	7	
251	00230023	7	
501	00230023	7	
101	00230024	7	
102	00230024	7	
152	00230024	7	
201	00230024	7	
251	00230024	7	
501	00230024	7	
101	00230025	7	
102	00230025	7	
152	00230025	7	
201	00230025	7	
251	00230025	7	
501	00230025	7	
101	00230027	7	
102	00230027	7	
152	00230027	7	
201	00230027	7	
251	00230027	7	
501	00230027	7	
101	00230028	7	
102	00230028	7	
152	00230028	7	
201	00230028	7	
251	00230028	7	
501	00230028	7	
101	00230030	7	
102	00230030	7	
152	00230030	7	
201	00230030	7	
251	00230030	7	
501	00230030	7	
101	00230031	7	
102	00230031	7	
152	00230031	7	
201	00230031	7	
251	00230031	7	
501	00230031	7	
101	00230032	7	
102	00230032	7	
152	00230032	7	
201	00230032	7	
251	00230032	7	
501	00230032	7	
101	00230034	7	
102	00230034	7	
152	00230034	7	
201	00230034	7	
251	00230034	7	
501	00230034	7	
101	00230035	7	
102	00230035	7	
152	00230035	7	
201	00230035	7	
251	00230035	7	
501	00230035	7	
101	00230037	7	
102	00230037	7	
152	00230037	7	
201	00230037	7	
251	00230037	7	
501	00230037	7	
101	00230038	7	
102	00230038	7	
152	00230038	7	
201	00230038	7	
251	00230038	7	
501	00230038	7	
101	00230046	7	
102	00230046	7	
152	00230046	7	
201	00230046	7	
251	00230046	7	
501	00230046	7	
101	00230047	7	
102	00230047	7	
152	00230047	7	
201	00230047	7	
251	00230047	7	
501	00230047	7	
101	00230050	7	
102	00230050	7	
152	00230050	7	
201	00230050	7	
251	00230050	7	
501	00230050	7	
101	00230051	7	
102	00230051	7	
152	00230051	7	
201	00230051	7	
251	00230051	7	
501	00230051	7	
101	00230052	7	
102	00230052	7	
152	00230052	7	
201	00230052	7	
251	00230052	7	
501	00230052	7	
101	00230053	7	
102	00230053	7	
152	00230053	7	
201	00230053	7	
251	00230053	7	
501	00230053	7	
101	00230055	7	
102	00230055	7	
152	00230055	7	
201	00230055	7	
251	00230055	7	
501	00230055	7	
101	00230057	7	
102	00230057	7	
152	00230057	7	
201	00230057	7	
251	00230057	7	
501	00230057	7	
101	00230058	7	
102	00230058	7	
152	00230058	7	
201	00230058	7	
251	00230058	7	
501	00230058	7	
101	00230059	7	
102	00230059	7	
152	00230059	7	
201	00230059	7	
251	00230059	7	
501	00230059	7	
101	00230060	7	
102	00230060	7	
152	00230060	7	
201	00230060	7	
251	00230060	7	
501	00230060	7	
101	00230063	7	
102	00230063	7	
152	00230063	7	
201	00230063	7	
251	00230063	7	
501	00230063	7	
101	00230066	7	
102	00230066	7	
152	00230066	7	
201	00230066	7	
251	00230066	7	
501	00230066	7	
101	00230067	7	
102	00230067	7	
152	00230067	7	
201	00230067	7	
251	00230067	7	
501	00230067	7	
101	00230069	7	
102	00230069	7	
152	00230069	7	
201	00230069	7	
251	00230069	7	
501	00230069	7	
101	00230070	7	
102	00230070	7	
152	00230070	7	
201	00230070	7	
251	00230070	7	
501	00230070	7	
101	00230073	7	
102	00230073	7	
152	00230073	7	
201	00230073	7	
251	00230073	7	
501	00230073	7	
101	00230074	7	
102	00230074	7	
152	00230074	7	
201	00230074	7	
251	00230074	7	
501	00230074	7	
101	00230075	7	
102	00230075	7	
152	00230075	7	
201	00230075	7	
251	00230075	7	
501	00230075	7	
101	00230076	7	
102	00230076	7	
152	00230076	7	
201	00230076	7	
251	00230076	7	
501	00230076	7	
101	00230077	7	
102	00230077	7	
152	00230077	7	
201	00230077	7	
251	00230077	7	
501	00230077	7	
101	00230078	7	
102	00230078	7	
152	00230078	7	
201	00230078	7	
251	00230078	7	
501	00230078	7	
101	00230079	7	
102	00230079	7	
152	00230079	7	
201	00230079	7	
251	00230079	7	
501	00230079	7	
101	00230081	7	
102	00230081	7	
152	00230081	7	
201	00230081	7	
251	00230081	7	
501	00230081	7	
101	00230082	7	
102	00230082	7	
152	00230082	7	
201	00230082	7	
251	00230082	7	
501	00230082	7	
101	00230083	7	
102	00230083	7	
152	00230083	7	
201	00230083	7	
251	00230083	7	
501	00230083	7	
101	00230084	7	
102	00230084	7	
152	00230084	7	
201	00230084	7	
251	00230084	7	
501	00230084	7	
101	00230085	7	
102	00230085	7	
152	00230085	7	
201	00230085	7	
251	00230085	7	
501	00230085	7	
101	00230086	7	
102	00230086	7	
152	00230086	7	
201	00230086	7	
251	00230086	7	
501	00230086	7	
101	00230087	7	
102	00230087	7	
152	00230087	7	
201	00230087	7	
251	00230087	7	
501	00230087	7	
101	00230088	7	
102	00230088	7	
152	00230088	7	
201	00230088	7	
251	00230088	7	
501	00230088	7	
101	00230089	7	
102	00230089	7	
152	00230089	7	
201	00230089	7	
251	00230089	7	
501	00230089	7	
101	00230090	7	
102	00230090	7	
152	00230090	7	
201	00230090	7	
251	00230090	7	
501	00230090	7	
101	00230091	7	
102	00230091	7	
152	00230091	7	
201	00230091	7	
251	00230091	7	
501	00230091	7	
101	00230099	7	
102	00230099	7	
152	00230099	7	
201	00230099	7	
251	00230099	7	
501	00230099	7	
101	00230101	7	
102	00230101	7	
152	00230101	7	
201	00230101	7	
251	00230101	7	
501	00230101	7	
101	00230102	7	
102	00230102	7	
152	00230102	7	
201	00230102	7	
251	00230102	7	
501	00230102	7	
101	00230103	7	
102	00230103	7	
152	00230103	7	
201	00230103	7	
251	00230103	7	
501	00230103	7	
101	00230104	7	
102	00230104	7	
152	00230104	7	
201	00230104	7	
251	00230104	7	
501	00230104	7	
101	00230106	7	
102	00230106	7	
152	00230106	7	
201	00230106	7	
251	00230106	7	
501	00230106	7	
101	00230108	7	
102	00230108	7	
152	00230108	7	
201	00230108	7	
251	00230108	7	
501	00230108	7	
101	00230110	7	
102	00230110	7	
152	00230110	7	
201	00230110	7	
251	00230110	7	
501	00230110	7	
101	00230111	7	
102	00230111	7	
152	00230111	7	
201	00230111	7	
251	00230111	7	
501	00230111	7	
101	00230112	7	
102	00230112	7	
152	00230112	7	
201	00230112	7	
251	00230112	7	
501	00230112	7	
101	00230114	7	
102	00230114	7	
152	00230114	7	
201	00230114	7	
251	00230114	7	
501	00230114	7	
101	00230117	7	
102	00230117	7	
152	00230117	7	
201	00230117	7	
251	00230117	7	
501	00230117	7	
101	00230120	7	
102	00230120	7	
152	00230120	7	
201	00230120	7	
251	00230120	7	
501	00230120	7	
101	00230123	7	
102	00230123	7	
152	00230123	7	
201	00230123	7	
251	00230123	7	
501	00230123	7	
101	00230124	7	
102	00230124	7	
152	00230124	7	
201	00230124	7	
251	00230124	7	
501	00230124	7	
101	00230125	7	
102	00230125	7	
152	00230125	7	
201	00230125	7	
251	00230125	7	
501	00230125	7	
101	00230127	7	
102	00230127	7	
152	00230127	7	
201	00230127	7	
251	00230127	7	
501	00230127	7	
101	00230129	7	
102	00230129	7	
152	00230129	7	
201	00230129	7	
251	00230129	7	
501	00230129	7	
101	00230134	7	
102	00230134	7	
152	00230134	7	
201	00230134	7	
251	00230134	7	
501	00230134	7	
101	00230144	7	
102	00230144	7	
152	00230144	7	
201	00230144	7	
251	00230144	7	
501	00230144	7	
101	00230145	7	
102	00230145	7	
152	00230145	7	
201	00230145	7	
251	00230145	7	
501	00230145	7	
101	00230146	7	
102	00230146	7	
152	00230146	7	
201	00230146	7	
251	00230146	7	
501	00230146	7	
102	00240001	7	
152	00240001	7	
251	00240001	7	
501	00240001	7	
102	00240002	7	
152	00240002	7	
251	00240002	7	
501	00240002	7	
102	00240003	7	
152	00240003	7	
251	00240003	7	
501	00240003	7	
102	00240004	7	
152	00240004	7	
251	00240004	7	
501	00240004	7	
102	00240005	7	
152	00240005	7	
251	00240005	7	
501	00240005	7	
102	00240006	7	
152	00240006	7	
251	00240006	7	
501	00240006	7	
102	00240007	7	
152	00240007	7	
251	00240007	7	
501	00240007	7	
102	00240008	7	
152	00240008	7	
251	00240008	7	
501	00240008	7	
102	00240009	7	
152	00240009	7	
251	00240009	7	
501	00240009	7	
102	00240010	7	
152	00240010	7	
251	00240010	7	
501	00240010	7	
102	00240011	7	
152	00240011	7	
251	00240011	7	
501	00240011	7	
102	00240012	7	
152	00240012	7	
251	00240012	7	
501	00240012	7	
102	00240013	7	
152	00240013	7	
251	00240013	7	
501	00240013	7	
102	00240014	7	
152	00240014	7	
251	00240014	7	
501	00240014	7	
102	00240015	7	
152	00240015	7	
251	00240015	7	
501	00240015	7	
102	00240016	7	
152	00240016	7	
251	00240016	7	
501	00240016	7	
102	00240017	7	
152	00240017	7	
251	00240017	7	
501	00240017	7	
102	00240018	7	
152	00240018	7	
251	00240018	7	
501	00240018	7	
102	00240019	7	
152	00240019	7	
251	00240019	7	
501	00240019	7	
102	00240020	7	
152	00240020	7	
251	00240020	7	
501	00240020	7	
102	00240021	7	
152	00240021	7	
251	00240021	7	
501	00240021	7	
102	00240022	7	
152	00240022	7	
251	00240022	7	
501	00240022	7	
102	00240023	7	
152	00240023	7	
251	00240023	7	
501	00240023	7	
102	00240024	7	
152	00240024	7	
251	00240024	7	
501	00240024	7	
102	00240025	7	
152	00240025	7	
251	00240025	7	
501	00240025	7	
102	00240026	7	
152	00240026	7	
251	00240026	7	
501	00240026	7	
102	00240027	7	
152	00240027	7	
251	00240027	7	
501	00240027	7	
102	00240028	7	
152	00240028	7	
251	00240028	7	
501	00240028	7	
102	00240029	7	
152	00240029	7	
251	00240029	7	
501	00240029	7	
102	00240030	7	
152	00240030	7	
251	00240030	7	
501	00240030	7	
102	00240031	7	
152	00240031	7	
251	00240031	7	
501	00240031	7	
102	00240032	7	
152	00240032	7	
251	00240032	7	
501	00240032	7	
102	00240033	7	
152	00240033	7	
251	00240033	7	
501	00240033	7	
102	00240034	7	
152	00240034	7	
251	00240034	7	
501	00240034	7	
102	00240035	7	
152	00240035	7	
251	00240035	7	
501	00240035	7	
102	00240036	7	
152	00240036	7	
251	00240036	7	
501	00240036	7	
102	00240037	7	
152	00240037	7	
251	00240037	7	
501	00240037	7	
102	00240038	7	
152	00240038	7	
251	00240038	7	
501	00240038	7	
102	00240039	7	
152	00240039	7	
251	00240039	7	
501	00240039	7	
102	00240040	7	
152	00240040	7	
251	00240040	7	
501	00240040	7	
102	00240041	7	
152	00240041	7	
251	00240041	7	
501	00240041	7	
102	00240042	7	
152	00240042	7	
251	00240042	7	
501	00240042	7	
102	00240043	7	
152	00240043	7	
251	00240043	7	
501	00240043	7	
102	00240044	7	
152	00240044	7	
251	00240044	7	
501	00240044	7	
102	00240045	7	
152	00240045	7	
251	00240045	7	
501	00240045	7	
102	00240046	7	
152	00240046	7	
251	00240046	7	
501	00240046	7	
102	00240047	7	
152	00240047	7	
251	00240047	7	
501	00240047	7	
102	00240048	7	
152	00240048	7	
251	00240048	7	
501	00240048	7	
102	00240049	7	
152	00240049	7	
251	00240049	7	
501	00240049	7	
102	00240050	7	
152	00240050	7	
251	00240050	7	
501	00240050	7	
102	00240051	7	
152	00240051	7	
251	00240051	7	
501	00240051	7	
102	00240052	7	
152	00240052	7	
